,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP:,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP:,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP:,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize,PictureTarget.RESP
50,4022,4,3978,10,1,,0,13,806147,,0,0,0,4,0,3,810423,,0,0,bigwinright.bmp,right,TrialProc,TrialList,140,targetright.bmp,right,300,51,1,51,10,
51,4353,5,3647,28,1,,0,6,816185,,0,0,1,5,-999999,7,820796,,183,820979,smallwinleft.bmp,left,TrialProc,TrialList,142,targetleft.bmp,left,300,52,1,52,2,5
52,4034,5,3966,49,1,,0,5,826124,,0,0,1,5,-999999,8,830417,,187,830604,bigwinleft.bmp,left,TrialProc,TrialList,152,targetleft.bmp,left,300,53,1,53,10,5
53,4143,5,3857,13,1,,0,18,836113,,0,0,0,5,0,16,840523,,0,0,nowinleft.bmp,left,TrialProc,TrialList,152,targetleft.bmp,left,300,54,1,54,0,
54,4228,4,3772,15,1,,0,4,846152,,0,0,1,4,-999999,14,850645,,209,850854,bigwinright.bmp,right,TrialProc,TrialList,162,targetright.bmp,right,300,55,1,55,10,4
55,4026,5,3974,35,1,,0,19,856124,,0,0,1,5,-999999,16,860417,,182,860599,smallwinleft.bmp,left,TrialProc,TrialList,164,targetleft.bmp,left,300,56,1,56,2,5
56,4493,4,3507,25,1,,0,15,866079,,0,0,1,4,-999999,17,870840,,209,871049,bigwinright.bmp,right,TrialProc,TrialList,174,targetright.bmp,right,300,57,1,57,10,4
57,4347,4,3653,20,1,,0,8,876051,,0,0,1,4,-999999,12,880661,,280,880941,smallwinright.bmp,right,TrialProc,TrialList,176,targetright.bmp,right,300,58,1,58,2,4
58,4437,5,3563,27,1,,0,13,886090,,0,0,1,5,-999999,6,890784,,230,891014,bigwinleft.bmp,left,TrialProc,TrialList,186,targetleft.bmp,left,300,59,1,59,10,5
59,4213,4,3787,47,1,,0,7,896079,,0,0,1,4,-999999,12,900555,,191,900746,smallwinright.bmp,right,TrialProc,TrialList,188,targetright.bmp,right,300,60,1,60,2,4
60,4208,5,3792,19,1,,0,20,906068,,0,0,0,5,0,2,910529,,0,0,nowinleft.bmp,left,TrialProc,TrialList,188,targetleft.bmp,left,300,61,1,61,0,
61,4146,4,3854,30,1,,0,13,916123,,0,0,1,4,-999999,13,920533,,201,920734,bigwinright.bmp,right,TrialProc,TrialList,198,targetright.bmp,right,300,62,1,62,10,4
62,4103,5,3897,46,1,,0,20,926112,,0,0,0,5,0,5,930471,,0,0,nowinleft.bmp,left,TrialProc,TrialList,198,targetleft.bmp,left,300,63,1,63,0,
63,4365,5,3635,47,1,,0,4,936184,,0,0,1,5,-999999,11,940811,,204,941015,bigwinleft.bmp,left,TrialProc,TrialList,208,targetleft.bmp,left,300,64,1,64,10,5
64,4471,4,3529,27,1,,0,3,946173,,0,0,1,4,-999999,5,950900,,149,951049,bigwinright.bmp,right,TrialProc,TrialList,218,targetright.bmp,right,300,65,1,65,10,4
65,4310,4,3690,10,1,,0,6,956078,,0,0,1,4,-999999,16,960655,,182,960837,smallwinright.bmp,right,TrialProc,TrialList,220,targetright.bmp,right,300,66,1,66,2,4
