,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP:,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP:,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize,PictureTarget.RESP:
47,4370,5,3680,32,1,,0,18,546922,,0,0,1,5,-999999,6,551549,5,168,551717,nowinleft.bmp,left,TrialProc,TrialList,170,targetleft.bmp,left,250,48,1,48,0,
48,4138,4,3912,31,1,,0,18,556927,,0,0,1,4,-999999,4,561320,4,183,561503,smallwinright.bmp,right,TrialProc,TrialList,172,targetright.bmp,right,250,49,1,49,2,
49,4388,5,3662,14,1,,0,19,566932,,0,0,1,5,-999999,5,571576,5,201,571777,nowinleft.bmp,left,TrialProc,TrialList,172,targetleft.bmp,left,250,50,1,50,0,
50,4334,4,3716,32,1,,0,3,576938,,0,0,1,4,-999999,8,581531,4,160,581691,bigwinright.bmp,right,TrialProc,TrialList,182,targetright.bmp,right,250,51,1,51,10,
51,4215,5,3835,28,1,,0,18,586926,,0,0,1,5,-999999,11,591403,5,178,591581,smallwinleft.bmp,left,TrialProc,TrialList,184,targetleft.bmp,left,250,52,1,52,2,
52,4028,5,4022,43,1,,0,5,596915,,0,0,1,5,-999999,14,601208,5,159,601367,bigwinleft.bmp,left,TrialProc,TrialList,194,targetleft.bmp,left,250,53,1,53,10,
53,4068,5,3982,40,1,,0,7,606904,,0,0,1,5,-999999,7,611230,5,190,611420,nowinleft.bmp,left,TrialProc,TrialList,194,targetleft.bmp,left,250,54,1,54,0,
54,4062,4,3988,20,1,,0,10,616926,,0,0,1,4,-999999,13,621252,4,161,621413,bigwinright.bmp,right,TrialProc,TrialList,204,targetright.bmp,right,250,55,1,55,10,
55,4467,5,3583,14,1,,0,14,626898,,0,0,1,5,-999999,9,631625,5,152,631777,smallwinleft.bmp,left,TrialProc,TrialList,206,targetleft.bmp,left,250,56,1,56,2,
56,4090,4,3960,11,1,,0,20,636870,,0,0,0,4,0,2,641213,,0,0,bigwinright.bmp,right,TrialProc,TrialList,206,targetright.bmp,right,250,57,1,57,10,
57,4238,4,3812,11,1,,0,5,646908,,0,0,1,4,-999999,5,651402,4,162,651564,smallwinright.bmp,right,TrialProc,TrialList,208,targetright.bmp,right,250,58,1,58,2,
58,4448,5,3602,17,1,,0,6,656864,,0,0,1,5,-999999,11,661574,5,158,661732,bigwinleft.bmp,left,TrialProc,TrialList,218,targetleft.bmp,left,250,59,1,59,10,
59,4435,4,3615,27,1,,0,17,666836,,0,0,1,4,-999999,7,671529,4,171,671700,smallwinright.bmp,right,TrialProc,TrialList,220,targetright.bmp,right,250,60,1,60,2,
60,4282,5,3768,26,1,,0,6,676824,,0,0,1,5,-999999,10,681367,5,183,681550,nowinleft.bmp,left,TrialProc,TrialList,220,targetleft.bmp,left,250,61,1,61,0,
61,4214,4,3836,35,1,,0,8,686813,,0,0,1,4,-999999,11,691289,4,203,691492,bigwinright.bmp,right,TrialProc,TrialList,230,targetright.bmp,right,250,62,1,62,10,
62,4018,5,4032,19,1,,0,16,696852,,0,0,1,5,-999999,7,701128,5,222,701350,nowinleft.bmp,left,TrialProc,TrialList,230,targetleft.bmp,left,250,63,1,63,0,
63,4274,5,3776,38,1,,0,14,706890,,0,0,1,5,-999999,2,711417,5,166,711583,bigwinleft.bmp,left,TrialProc,TrialList,240,targetleft.bmp,left,250,64,1,64,10,
64,4466,4,3584,28,1,,0,12,716879,,0,0,1,4,-999999,10,721606,4,238,721844,bigwinright.bmp,right,TrialProc,TrialList,250,targetright.bmp,right,250,65,1,65,10,
65,4130,4,3920,18,1,,0,5,726934,,0,0,1,4,-999999,12,731327,4,172,731499,smallwinright.bmp,right,TrialProc,TrialList,252,targetright.bmp,right,250,66,1,66,2,
