,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP:,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP:,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize,PictureTarget.RESP:
26,4378,5,3672,46,1,,0,12,423014,,0,0,1,5,-999999,14,427657,5,165,427822,bigwinleft.bmp,left,TrialProc,TrialList,64,targetleft.bmp,left,250,27,1,27,10,
27,4290,5,3760,21,1,,0,5,433003,,0,0,1,5,-999999,2,437546,5,186,437732,smallwinleft.bmp,left,TrialProc,TrialList,66,targetleft.bmp,left,250,28,1,28,2,
28,4253,4,3797,32,1,,0,13,443008,,0,0,1,4,-999999,6,447518,4,35,447553,nowinright.bmp,right,TrialProc,TrialList,66,targetright.bmp,right,250,29,1,29,0,
29,4163,5,3887,47,1,,0,18,452880,,0,0,0,5,-999999,12,457306,4,31,457337,nowinleft.bmp,left,TrialProc,TrialList,66,targetleft.bmp,left,250,30,1,30,0,
30,4225,4,3825,36,1,,0,19,462751,,0,0,1,4,-999999,2,467229,4,12,467241,bigwinright.bmp,right,TrialProc,TrialList,76,targetright.bmp,right,250,31,1,31,10,
31,4313,5,3737,45,1,,0,13,472573,,0,0,1,5,-999999,13,477150,5,192,477342,smallwinleft.bmp,left,TrialProc,TrialList,78,targetleft.bmp,left,250,32,1,32,2,
32,4367,4,3683,18,1,,0,5,482595,,0,0,1,4,-999999,9,487222,4,86,487308,bigwinright.bmp,right,TrialProc,TrialList,88,targetright.bmp,right,250,33,1,33,10,
33,4162,4,3888,50,1,,0,15,492500,,0,0,0,4,-999999,14,496927,5,116,497043,nowinright.bmp,right,TrialProc,TrialList,88,targetright.bmp,right,250,34,1,34,0,
34,4403,4,3647,32,1,,0,16,502455,,0,0,1,4,-999999,7,507116,4,39,507155,smallwinright.bmp,right,TrialProc,TrialList,90,targetright.bmp,right,250,35,1,35,2,
35,4493,5,3557,31,1,,0,18,512327,,0,0,1,5,-999999,17,517088,5,203,517291,bigwinleft.bmp,left,TrialProc,TrialList,100,targetleft.bmp,left,250,36,1,36,10,
36,4245,4,3805,47,1,,0,19,522366,,0,0,1,4,-999999,14,526876,4,212,527088,nowinright.bmp,right,TrialProc,TrialList,100,targetright.bmp,right,250,37,1,37,0,
37,4298,4,3752,27,1,,0,4,532405,,0,0,1,4,-999999,11,536965,4,178,537143,smallwinright.bmp,right,TrialProc,TrialList,102,targetright.bmp,right,250,38,1,38,2,
38,4061,4,3989,15,1,,0,6,542393,,0,0,1,4,-999999,14,546719,4,31,546750,bigwinright.bmp,right,TrialProc,TrialList,112,targetright.bmp,right,250,39,1,39,10,
39,4067,5,3983,24,1,,0,19,552232,,0,0,0,5,-999999,8,556558,4,38,556596,nowinleft.bmp,left,TrialProc,TrialList,112,targetleft.bmp,left,250,40,1,40,0,
40,4203,5,3847,11,1,,0,10,562087,,0,0,1,5,-999999,5,566546,5,177,566723,bigwinleft.bmp,left,TrialProc,TrialList,122,targetleft.bmp,left,250,41,1,41,10,
41,4404,5,3646,33,1,,0,6,572059,,0,0,1,5,-999999,5,576719,5,180,576899,smallwinleft.bmp,left,TrialProc,TrialList,124,targetleft.bmp,left,250,42,1,42,2,
42,4293,5,3757,45,1,,0,17,582064,,0,0,1,5,-999999,16,586624,5,121,586745,nowinleft.bmp,left,TrialProc,TrialList,124,targetleft.bmp,left,250,43,1,43,0,
43,4047,4,4003,18,1,,0,5,592019,,0,0,1,4,-999999,12,596329,4,185,596514,nowinright.bmp,right,TrialProc,TrialList,124,targetright.bmp,right,250,44,1,44,0,
44,4253,5,3797,46,1,,0,15,602024,,0,0,1,5,-999999,6,606534,5,32,606566,smallwinleft.bmp,left,TrialProc,TrialList,126,targetleft.bmp,left,250,45,1,45,2,
45,4307,4,3743,13,1,,0,4,611879,,0,0,0,4,0,3,616440,,0,0,nowinright.bmp,right,TrialProc,TrialList,126,targetright.bmp,right,250,46,1,46,0,
46,4028,4,4022,44,1,,0,3,621918,,0,0,1,4,-999999,14,626211,4,177,626388,smallwinright.bmp,right,TrialProc,TrialList,128,targetright.bmp,right,250,47,1,47,2,
47,4454,5,3596,31,1,,0,7,631924,,0,0,1,5,-999999,5,636634,5,100,636734,nowinleft.bmp,left,TrialProc,TrialList,128,targetleft.bmp,left,250,48,1,48,0,
48,4411,4,3639,35,1,,0,19,641862,,0,0,0,4,0,15,646539,,0,0,smallwinright.bmp,right,TrialProc,TrialList,128,targetright.bmp,right,250,49,1,49,2,
49,4038,5,4012,19,1,,0,15,651934,,0,0,0,5,-999999,4,656227,4,35,656262,nowinleft.bmp,left,TrialProc,TrialList,128,targetleft.bmp,left,250,50,1,50,0,
50,4336,4,3714,19,1,,0,14,661789,,0,0,0,4,-999999,7,666383,5,52,666435,bigwinright.bmp,right,TrialProc,TrialList,128,targetright.bmp,right,250,51,1,51,10,
51,4341,5,3709,25,1,,0,14,671661,,0,0,0,5,-999999,2,676255,4,153,676408,smallwinleft.bmp,left,TrialProc,TrialList,128,targetleft.bmp,left,250,52,1,52,2,
52,4331,5,3719,28,1,,0,8,681633,,0,0,1,5,-999999,11,686226,5,46,686272,bigwinleft.bmp,left,TrialProc,TrialList,138,targetleft.bmp,left,250,53,1,53,10,
53,4345,5,3705,15,1,,0,5,691488,,0,0,0,5,-999999,14,696098,4,19,696117,nowinleft.bmp,left,TrialProc,TrialList,138,targetleft.bmp,left,250,54,1,54,0,
54,4399,4,3651,28,1,,0,18,701326,,0,0,1,4,-999999,11,705987,4,104,706091,bigwinright.bmp,right,TrialProc,TrialList,148,targetright.bmp,right,250,55,1,55,10,
55,4220,5,3830,48,1,,0,5,711248,,0,0,1,5,-999999,6,715725,5,185,715910,smallwinleft.bmp,left,TrialProc,TrialList,150,targetleft.bmp,left,250,56,1,56,2,
56,4100,4,3950,30,1,,0,19,721287,,0,0,0,4,-999999,8,725646,5,122,725768,bigwinright.bmp,right,TrialProc,TrialList,150,targetright.bmp,right,250,57,1,57,10,
57,4088,4,3962,47,1,,0,3,731225,,0,0,1,4,-999999,4,735568,4,62,735630,smallwinright.bmp,right,TrialProc,TrialList,152,targetright.bmp,right,250,58,1,58,2,
58,4185,5,3865,49,1,,0,20,741131,,0,0,1,5,-999999,7,745574,5,38,745612,bigwinleft.bmp,left,TrialProc,TrialList,162,targetleft.bmp,left,250,59,1,59,10,
59,4031,4,4019,44,1,,0,18,751019,,0,0,0,4,-999999,11,755312,5,41,755353,smallwinright.bmp,right,TrialProc,TrialList,162,targetright.bmp,right,250,60,1,60,2,
60,4190,5,3860,12,1,,0,6,760891,,0,0,1,5,-999999,2,765334,5,162,765496,nowinleft.bmp,left,TrialProc,TrialList,162,targetleft.bmp,left,250,61,1,61,0,
61,4318,4,3732,43,1,,0,5,770846,,0,0,1,4,-999999,8,775423,4,220,775643,bigwinright.bmp,right,TrialProc,TrialList,172,targetright.bmp,right,250,62,1,62,10,
62,4207,5,3843,18,1,,0,7,780901,,0,0,0,5,-999999,2,785361,4,18,785379,nowinleft.bmp,left,TrialProc,TrialList,172,targetleft.bmp,left,250,63,1,63,0,
63,4438,5,3612,16,1,,0,16,790740,,0,0,1,5,-999999,4,795433,5,191,795624,bigwinleft.bmp,left,TrialProc,TrialList,182,targetleft.bmp,left,250,64,1,64,10,
64,4387,4,3663,46,1,,0,17,800745,,0,0,1,4,-999999,6,805389,4,14,805403,bigwinright.bmp,right,TrialProc,TrialList,192,targetright.bmp,right,250,65,1,65,10,
65,4313,4,3737,44,1,,0,4,810583,,0,0,0,4,-999999,13,815160,5,104,815264,smallwinright.bmp,right,TrialProc,TrialList,192,targetright.bmp,right,250,66,1,66,2,
