,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP:,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP:,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP:,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize,PictureTarget.RESP
10,4014,4,3986,15,1,,0,14,183760,,0,0,0,4,0,11,188036,,0,0,smallwinright.bmp,right,TrialProc,TrialList,12,targetright.bmp,right,300,11,1,11,2,
11,4236,4,3764,31,1,,0,18,193815,,0,0,0,4,0,7,198309,,0,0,nowinright.bmp,right,TrialProc,TrialList,12,targetright.bmp,right,300,12,1,12,0,
12,4301,5,3699,34,1,,0,3,203871,,0,0,1,5,-999999,8,208431,,245,208676,bigwinleft.bmp,left,TrialProc,TrialList,22,targetleft.bmp,left,300,13,1,13,10,5
13,4136,4,3864,11,1,,0,16,213893,,0,0,1,4,-999999,6,218286,,279,218565,smallwinright.bmp,right,TrialProc,TrialList,24,targetright.bmp,right,300,14,1,14,2,4
14,4363,5,3637,35,1,,0,6,223915,,0,0,0,5,0,13,228542,,0,0,nowinleft.bmp,left,TrialProc,TrialList,24,targetleft.bmp,left,300,15,1,15,0,
15,4373,5,3627,49,1,,0,15,233987,,0,0,1,5,-999999,3,238614,,286,238900,smallwinleft.bmp,left,TrialProc,TrialList,26,targetleft.bmp,left,300,16,1,16,2,5
16,4460,4,3540,18,1,,0,18,244076,,0,0,0,4,0,16,248803,,0,0,nowinright.bmp,right,TrialProc,TrialList,26,targetright.bmp,right,300,17,1,17,0,
17,4169,5,3831,48,1,,0,16,254132,,0,0,1,5,-999999,6,258558,,257,258815,smallwinleft.bmp,left,TrialProc,TrialList,28,targetleft.bmp,left,300,18,1,18,2,5
18,4063,4,3937,44,1,,0,19,264187,,0,0,0,4,0,13,268514,,0,0,bigwinright.bmp,right,TrialProc,TrialList,28,targetright.bmp,right,300,19,1,19,10,
19,4216,5,3784,22,1,,0,7,274260,,0,0,1,5,-999999,9,278736,,296,279032,smallwinleft.bmp,left,TrialProc,TrialList,30,targetleft.bmp,left,300,20,1,20,2,5
20,4126,4,3874,19,1,,0,11,284315,,0,0,0,4,0,16,288708,,0,0,nowinright.bmp,right,TrialProc,TrialList,30,targetright.bmp,right,300,21,1,21,0,
21,4049,5,3951,31,1,,0,15,294371,,0,0,1,5,-999999,9,298680,,256,298936,smallwinleft.bmp,left,TrialProc,TrialList,32,targetleft.bmp,left,300,22,1,22,2,5
22,4197,4,3803,18,1,,0,19,304409,,0,0,0,4,0,12,308869,,0,0,bigwinright.bmp,right,TrialProc,TrialList,32,targetright.bmp,right,300,23,1,23,10,
23,4147,4,3853,35,1,,0,15,314465,,0,0,0,4,0,12,318875,,0,0,smallwinright.bmp,right,TrialProc,TrialList,32,targetright.bmp,right,300,24,1,24,2,
24,4500,5,3500,14,1,,0,15,324537,,0,0,1,5,-999999,10,329298,,294,329592,bigwinleft.bmp,left,TrialProc,TrialList,42,targetleft.bmp,left,300,25,1,25,10,5
25,4018,4,3982,34,1,,0,20,334593,,0,0,0,4,0,7,338869,,0,0,nowinright.bmp,right,TrialProc,TrialList,42,targetright.bmp,right,300,26,1,26,0,
26,4088,5,3912,20,1,,0,16,344665,,0,0,0,5,0,4,349008,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,42,targetleft.bmp,left,300,27,1,27,10,
27,4142,5,3858,47,1,,0,13,354720,,0,0,0,5,0,2,359115,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,42,targetleft.bmp,left,300,28,1,28,2,
28,4034,4,3966,27,1,,0,19,364809,,0,0,0,4,0,8,369102,,0,0,nowinright.bmp,right,TrialProc,TrialList,42,targetright.bmp,right,300,29,1,29,0,
29,4160,5,3840,16,1,,0,7,374865,,0,0,0,5,0,15,379291,,0,0,nowinleft.bmp,left,TrialProc,TrialList,42,targetleft.bmp,left,300,30,1,30,0,
30,4169,4,3831,36,1,,0,17,384920,,0,0,1,4,-999999,7,389347,,263,389610,bigwinright.bmp,right,TrialProc,TrialList,52,targetright.bmp,right,300,31,1,31,10,4
31,4143,5,3857,27,1,,0,14,394959,,0,0,0,5,0,16,399369,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,52,targetleft.bmp,left,300,32,1,32,2,
32,4471,4,3529,45,1,,0,7,405015,,0,0,1,4,-999999,5,409742,,290,410032,bigwinright.bmp,right,TrialProc,TrialList,62,targetright.bmp,right,300,33,1,33,10,4
33,4439,4,3561,14,1,,0,5,415087,,0,0,0,4,0,4,419781,,0,0,nowinright.bmp,right,TrialProc,TrialList,62,targetright.bmp,right,300,34,1,34,0,
34,4160,4,3840,41,1,,0,20,425143,,0,0,0,4,0,15,429569,,0,0,smallwinright.bmp,right,TrialProc,TrialList,62,targetright.bmp,right,300,35,1,35,2,
35,4464,5,3536,42,1,,0,9,435215,,0,0,1,5,-999999,12,439942,,282,440224,bigwinleft.bmp,left,TrialProc,TrialList,72,targetleft.bmp,left,300,36,1,36,10,5
36,4240,4,3760,46,1,,0,8,445270,,0,0,1,4,-999999,3,449764,,276,450040,nowinright.bmp,right,TrialProc,TrialList,72,targetright.bmp,right,300,37,1,37,0,4
37,4031,4,3969,15,1,,0,4,455326,,0,0,0,4,0,11,459619,,0,0,smallwinright.bmp,right,TrialProc,TrialList,72,targetright.bmp,right,300,38,1,38,2,
38,4279,4,3721,32,1,,0,18,465381,,0,0,0,4,-999999,14,469925,,261,470186,bigwinright.bmp,right,TrialProc,TrialList,72,targetright.bmp,right,300,39,1,39,10,5
39,4079,5,3921,33,1,,0,18,475420,,0,0,0,5,0,13,479763,,0,0,nowinleft.bmp,left,TrialProc,TrialList,72,targetleft.bmp,left,300,40,1,40,0,
40,4356,5,3644,43,1,,0,17,485492,,0,0,0,5,0,4,490103,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,72,targetleft.bmp,left,300,41,1,41,10,
41,4068,5,3932,20,1,,0,8,495565,,0,0,0,5,0,7,499891,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,72,targetleft.bmp,left,300,42,1,42,2,
42,4094,5,3906,40,1,,0,13,505620,,0,0,1,5,-999999,15,509980,,280,510260,nowinleft.bmp,left,TrialProc,TrialList,72,targetleft.bmp,left,300,43,1,43,0,5
43,4346,4,3654,45,1,,0,10,515676,,0,0,1,4,-999999,13,520286,,263,520549,nowinright.bmp,right,TrialProc,TrialList,72,targetright.bmp,right,300,44,1,44,0,4
44,4432,5,3568,25,1,,0,5,525714,,0,0,0,5,0,11,530408,,0,0,smallwinleft.bmp,left,TrialProc,TrialList,72,targetleft.bmp,left,300,45,1,45,2,
45,4109,4,3891,36,1,,0,8,535770,,0,0,0,4,0,16,540146,,0,0,nowinright.bmp,right,TrialProc,TrialList,72,targetright.bmp,right,300,46,1,46,0,
46,4063,4,3937,48,1,,0,14,545842,,0,0,0,4,0,12,550168,,0,0,smallwinright.bmp,right,TrialProc,TrialList,72,targetright.bmp,right,300,47,1,47,2,
47,4484,5,3516,22,1,,0,19,555931,,0,0,0,5,0,9,560675,,0,0,nowinleft.bmp,left,TrialProc,TrialList,72,targetleft.bmp,left,300,48,1,48,0,
48,4274,4,3726,18,1,,0,12,565987,,0,0,1,4,-999999,2,570514,,271,570785,smallwinright.bmp,right,TrialProc,TrialList,74,targetright.bmp,right,300,49,1,49,2,4
49,4139,5,3861,24,1,,0,16,576026,,0,0,0,5,0,3,580419,,0,0,nowinleft.bmp,left,TrialProc,TrialList,74,targetleft.bmp,left,300,50,1,50,0,
50,4419,4,3581,39,1,,0,9,586081,,0,0,0,4,0,7,590758,,0,0,bigwinright.bmp,right,TrialProc,TrialList,74,targetright.bmp,right,300,51,1,51,10,
51,4130,5,3870,32,1,,0,11,596153,,0,0,1,5,-999999,12,600546,,253,600799,smallwinleft.bmp,left,TrialProc,TrialList,76,targetleft.bmp,left,300,52,1,52,2,5
52,4499,5,3501,23,1,,0,18,606192,,0,0,0,5,0,11,610953,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,76,targetleft.bmp,left,300,53,1,53,10,
53,4312,5,3688,43,1,,0,11,616248,,0,0,0,5,0,13,620824,,0,0,nowinleft.bmp,left,TrialProc,TrialList,76,targetleft.bmp,left,300,54,1,54,0,
54,4130,4,3870,21,1,,0,7,626320,,0,0,0,4,-999999,12,630713,,263,630976,bigwinright.bmp,right,TrialProc,TrialList,76,targetright.bmp,right,300,55,1,55,10,5
55,4168,5,3832,26,1,,0,12,636342,,0,0,1,5,-999999,7,640768,,296,641064,smallwinleft.bmp,left,TrialProc,TrialList,78,targetleft.bmp,left,300,56,1,56,2,5
56,4485,4,3515,23,1,,0,7,646397,,0,0,1,4,-999999,8,651141,,274,651415,bigwinright.bmp,right,TrialProc,TrialList,88,targetright.bmp,right,300,57,1,57,10,4
57,4299,4,3701,40,1,,0,10,656436,,0,0,0,4,0,10,660996,,0,0,smallwinright.bmp,right,TrialProc,TrialList,88,targetright.bmp,right,300,58,1,58,2,
58,4404,5,3596,21,1,,0,11,666509,,0,0,0,5,0,5,671169,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,88,targetleft.bmp,left,300,59,1,59,10,
59,4348,4,3652,10,1,,0,12,676564,,0,0,1,4,-999999,11,681174,,293,681467,smallwinright.bmp,right,TrialProc,TrialList,90,targetright.bmp,right,300,60,1,60,2,4
60,4260,5,3740,17,1,,0,7,686603,,0,0,0,5,0,16,691130,,0,0,nowinleft.bmp,left,TrialProc,TrialList,90,targetleft.bmp,left,300,61,1,61,0,
61,4466,4,3534,34,1,,0,16,696658,,0,0,0,4,0,10,701385,,0,0,bigwinright.bmp,right,TrialProc,TrialList,90,targetright.bmp,right,300,62,1,62,10,
62,4398,5,3602,18,1,,0,16,706731,,0,0,0,5,0,11,711391,,0,0,nowinleft.bmp,left,TrialProc,TrialList,90,targetleft.bmp,left,300,63,1,63,0,
63,4331,5,3669,29,1,,0,15,716786,,0,0,0,5,0,12,721380,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,90,targetleft.bmp,left,300,64,1,64,10,
64,4001,4,3999,29,1,,0,5,726842,,0,0,0,4,0,7,731101,,0,0,bigwinright.bmp,right,TrialProc,TrialList,90,targetright.bmp,right,300,65,1,65,10,
65,4117,4,3883,33,1,,0,4,736897,,0,0,0,4,0,9,741274,,0,0,smallwinright.bmp,right,TrialProc,TrialList,90,targetright.bmp,right,300,66,1,66,2,
